Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,-0.122812004,-0.104818692,-0.19819466,-0.185677864,-0.203614406,-0.255967566,-0.09645162,-0.192174125,0.010068244,-0.011115427,0.483127336,0.350150135,-0.242780237,0.102285476,-0.194007317,-0.124057359,-0.324276613,0.095137889,-0.036036382,-0.127973228,-0.027496102,-0.027307676,0.172562086,0.167846729,0.048550076,-0.167726966,0.04630264,0.011346988,0.103438902,-0.074466446,-0.09383403,-0.307940623,-0.202698134,-0.057973516,-0.067741317,0.053819587,0.129361016,-0.172473067,-0.168495776,0.200319574,-0.021534036,-0.098512769,-0.089141254,0.127382937,-0.043415687,-0.087079918,0.404581392,0.005556789,-0.045768243,-0.217638025,0.023181369,-0.03584476,0.006407224,-0.016380759,0.128193283,-0.131893221,0.124750538,0.097204037,-0.216716996,0.175328576,0.122218898,0.078606568,0.076649647,-0.019405445,0.111404406,-0.061994325,0.088094982,-0.086887857,0.188705191,0.083376088,0.013167097,-0.027260476,-0.111487002,0.04975879,0.223230943,0.10693157,0.021107616
0.004004004,-0.121061122,-0.104798554,-0.198199794,-0.185659989,-0.203564138,-0.255995796,-0.096441089,-0.192159548,0.010059591,-0.011122352,0.482753548,0.350085059,-0.242786756,0.102293037,-0.193987522,-0.124048868,-0.32435625,0.09482988,-0.036028526,-0.127972065,-0.02750239,-0.027302266,0.172574385,0.167848911,0.048557332,-0.167702686,0.04628085,0.01135659,0.10343641,-0.074462422,-0.093845498,-0.307980822,-0.202703391,-0.057919737,-0.0677388,0.053809463,0.129380582,-0.172465583,-0.168496765,0.200307013,-0.02153751,-0.098511958,-0.089151693,0.127386172,-0.043418985,-0.087048043,0.404574077,0.005543196,-0.045771941,-0.217640889,0.023180931,-0.035846404,0.006405389,-0.016383524,0.128156267,-0.131893419,0.124748875,0.097196548,-0.21669975,0.175301573,0.122207308,0.0786056,0.076653097,-0.01942474,0.111361005,-0.061993435,0.088091337,-0.086891117,0.188662946,0.083366486,0.013167736,-0.027254786,-0.111553751,0.049757688,0.223247882,0.106809985,0.021110095
0.008008008,-0.11958498,-0.104774244,-0.198195624,-0.185645412,-0.203526071,-0.256021886,-0.096420266,-0.192146484,0.010052305,-0.011128984,0.48247277,0.35000165,-0.242798113,0.102302904,-0.193966848,-0.124035203,-0.324432505,0.094551772,-0.036017579,-0.127972073,-0.027504665,-0.027298696,0.172585672,0.167851309,0.048563239,-0.16768079,0.046249207,0.01136711,0.10342905,-0.074455265,-0.093849114,-0.308018636,-0.202709693,-0.057876523,-0.067735175,0.05379943,0.129397547,-0.172460424,-0.168499136,0.200290914,-0.021541605,-0.098510981,-0.089169741,0.127389676,-0.043422592,-0.087018569,0.404568479,0.005530011,-0.045775759,-0.217644477,0.02318108,-0.03584772,0.006403908,-0.016386134,0.128100038,-0.131894612,0.124747805,0.097190574,-0.216691967,0.175288513,0.122196274,0.078604283,0.076658184,-0.019433502,0.111318983,-0.061992692,0.088087931,-0.086897152,0.188623632,0.083358421,0.013167826,-0.027248759,-0.11161633,0.049752754,0.223263496,0.106706321,0.021112434
0.012012012,-0.118372988,-0.104745681,-0.198182362,-0.185634026,-0.203499645,-0.256046246,-0.096389189,-0.192134814,0.010046262,-0.011135464,0.482282578,0.349900234,-0.242814144,0.102315085,-0.193945318,-0.124015428,-0.324505251,0.094303415,-0.036003526,-0.127973182,-0.02750314,-0.027296782,0.172596232,0.167854019,0.048567939,-0.167660839,0.04620778,0.011378654,0.103416576,-0.074445075,-0.093844134,-0.308054527,-0.202717068,-0.057842847,-0.067730456,0.05378936,0.129412252,-0.172457404,-0.168502853,0.200271106,-0.021546335,-0.09850984,-0.089194888,0.127393452,-0.043426537,-0.086990984,0.404564444,0.005516923,-0.045779699,-0.217648798,0.023181787,-0.035848738,0.006402747,-0.016388587,0.128024873,-0.131896886,0.124747282,0.09718592,-0.216693288,0.175288723,0.12218549,0.078602619,0.076664897,-0.019431783,0.111277736,-0.061992074,0.088084722,-0.086905876,0.188586418,0.08335168,0.013167391,-0.027242273,-0.111674961,0.049744146,0.223278319,0.106620182,0.021114674
0.016016016,-0.11741456,-0.10471279,-0.198160221,-0.185625725,-0.203484297,-0.256069286,-0.096347901,-0.192124417,0.010041335,-0.011141935,0.482180547,0.349781133,-0.242834682,0.102329589,-0.193922959,-0.123988607,-0.32457436,0.094084656,-0.035986348,-0.127975321,-0.027498029,-0.027296341,0.172606347,0.16785714,0.048571576,-0.167642396,0.046156638,0.011391325,0.103398741,-0.074431953,-0.093829814,-0.308088955,-0.202725543,-0.057817683,-0.067724658,0.053779127,0.129425038,-0.172456336,-0.168507879,0.200247418,-0.021551717,-0.098508533,-0.089226623,0.127397501,-0.04343085,-0.086964771,0.404561819,0.005503618,-0.045783763,-0.217653858,0.02318302,-0.035849488,0.006401871,-0.016390883,0.127931049,-0.131900327,0.124747258,0.097182392,-0.216703356,0.17530153,0.12217465,0.07860061,0.076673223,-0.019419636,0.111236662,-0.061991563,0.08808167,-0.086917204,0.188550477,0.083346046,0.01316645,-0.027235203,-0.111729867,0.049732017,0.223292886,0.106551172,0.021116857
0.02002002,-0.116699105,-0.104675492,-0.198129415,-0.185620401,-0.203479467,-0.256091416,-0.09629644,-0.192115176,0.010037396,-0.011148539,0.482164251,0.349644671,-0.242859562,0.102346423,-0.193899795,-0.123953803,-0.324639706,0.093895345,-0.035966027,-0.12797842,-0.027489545,-0.027297191,0.172616303,0.16786077,0.04857429,-0.167625023,0.046095848,0.011405226,0.103375299,-0.074416,-0.093805411,-0.30812238,-0.202735145,-0.057800001,-0.067717796,0.053768605,0.129436247,-0.172457034,-0.168514178,0.20021968,-0.021557765,-0.098507062,-0.089264433,0.127401825,-0.04343556,-0.086939416,0.404560453,0.005489785,-0.045787952,-0.217659667,0.023184751,-0.035849999,0.006401244,-0.016393023,0.127818845,-0.131905021,0.124747687,0.097179795,-0.216721811,0.175326262,0.122163447,0.07859826,0.076683147,-0.019397116,0.111195156,-0.061991138,0.088078734,-0.086931049,0.188514981,0.083341305,0.013165027,-0.027227424,-0.111781268,0.049716523,0.223307731,0.106498893,0.021119024
0.024024024,-0.116216037,-0.10463371,-0.198090156,-0.185617947,-0.203484593,-0.256113048,-0.096234847,-0.192106969,0.010034321,-0.011155417,0.482231267,0.349491173,-0.242888618,0.102365595,-0.19387585,-0.12391008,-0.324701159,0.093735332,-0.035942547,-0.127982409,-0.027477904,-0.027299147,0.172626383,0.167865008,0.048576227,-0.167608282,0.046025478,0.011420463,0.103346006,-0.074397317,-0.093770182,-0.308155263,-0.2027459,-0.057788776,-0.067709883,0.053757667,0.129446218,-0.172459312,-0.168521713,0.200187722,-0.021564496,-0.098505426,-0.089307807,0.127406428,-0.043440696,-0.086914405,0.404560192,0.00547511,-0.045792267,-0.217666233,0.023186948,-0.035850303,0.006400833,-0.016395006,0.127688537,-0.131911054,0.124748523,0.097177933,-0.216748297,0.175362244,0.122151576,0.078595569,0.076694659,-0.019364276,0.111152614,-0.061990779,0.088075874,-0.086947326,0.188479099,0.083337241,0.013163142,-0.027218812,-0.111829387,0.049697819,0.223323389,0.106462951,0.021121216
0.028028028,-0.115954766,-0.104587366,-0.198042658,-0.185618255,-0.203499112,-0.256134591,-0.096163163,-0.192099678,0.010031983,-0.011162713,0.48237917,0.349320963,-0.242921686,0.102387115,-0.19385115,-0.123856502,-0.324758593,0.093604465,-0.035915889,-0.127987216,-0.027463318,-0.027302028,0.172636871,0.167869951,0.048577528,-0.167591734,0.045945597,0.011437138,0.103310614,-0.074376005,-0.093723382,-0.308188064,-0.202757836,-0.057782978,-0.067700936,0.053746189,0.129455295,-0.172462984,-0.168530447,0.200151372,-0.021571924,-0.098503626,-0.089356233,0.12741131,-0.043446288,-0.086889224,0.404560882,0.005459283,-0.045796711,-0.217673563,0.023189583,-0.035850429,0.006400602,-0.016396834,0.127540403,-0.131918512,0.124749718,0.097176612,-0.216782454,0.175408805,0.122138731,0.078592543,0.076707744,-0.019321169,0.111108435,-0.061990468,0.088073049,-0.086965951,0.188442005,0.083333639,0.013160817,-0.027209242,-0.111874445,0.04967606,0.223340394,0.106442947,0.021123476
0.032032032,-0.115904703,-0.104536382,-0.197987133,-0.18562122,-0.203522464,-0.256156456,-0.096081427,-0.192093183,0.010030254,-0.011170568,0.482605534,0.349134363,-0.242958598,0.102410989,-0.193825719,-0.123792131,-0.324811881,0.093502593,-0.035886037,-0.127992771,-0.027446002,-0.027305649,0.17264805,0.167875697,0.048578335,-0.167574942,0.045856272,0.011455355,0.103268878,-0.074352164,-0.093664267,-0.308221244,-0.20277098,-0.057781582,-0.067690967,0.053734042,0.129463816,-0.172467863,-0.168540343,0.200110459,-0.021580065,-0.098501663,-0.089409201,0.127416475,-0.043452366,-0.086863357,0.404562372,0.005441989,-0.045801285,-0.217681665,0.023192625,-0.035850407,0.006400516,-0.016398504,0.12737472,-0.131927481,0.124751225,0.097175636,-0.216823924,0.175465272,0.122124606,0.078589181,0.07672239,-0.019267847,0.111062013,-0.061990183,0.088070219,-0.086986836,0.188402869,0.083330284,0.013158074,-0.027198592,-0.111916665,0.049651402,0.22335928,0.106438486,0.021125845
0.036036036,-0.116055261,-0.10448068,-0.197923795,-0.185626732,-0.203554086,-0.256179054,-0.09598968,-0.192087364,0.01002901,-0.011179124,0.482907935,0.348931698,-0.242999191,0.102437225,-0.193799583,-0.123716032,-0.324860894,0.093429566,-0.035852972,-0.127999003,-0.02742617,-0.027309828,0.172660206,0.167882345,0.048578793,-0.167557468,0.045757571,0.011475219,0.103220551,-0.074325895,-0.093592095,-0.308255264,-0.202785359,-0.057783559,-0.067679993,0.053721101,0.129472125,-0.172473764,-0.168551365,0.200064813,-0.021588934,-0.098499537,-0.089466198,0.127421924,-0.043458959,-0.086836291,0.404564508,0.005422918,-0.04580599,-0.217690549,0.023196043,-0.035850268,0.00640054,-0.016400019,0.127191765,-0.131938047,0.124752997,0.097174811,-0.21687235,0.175530971,0.122108895,0.078585488,0.076738585,-0.019204366,0.111012745,-0.061989905,0.088067343,-0.087009897,0.188360864,0.083326962,0.013154935,-0.027186735,-0.111956267,0.049624,0.223380582,0.106449172,0.021128364
