Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,0.069053845,-0.147108431,-0.059316412,-0.364384736,0.169866774,-0.123910417,0.009368042,-0.098560811,-0.003125886,0.066496717,0.078225067,-0.08969056,-0.207777581,0.221175094,-0.214058774,0.113306277,0.03958468,0.194063367,-0.009186423,-0.183012413,0.896573149,0.355505856,0.173438653,0.329499217,0.09098987,0.004261474,0.063829162,0.042641232,-0.066902647,-0.181041602,-0.051588924,0.493246722,-0.266555452,-0.05319854,-0.146533518,0.190785793,0.252612268,-0.10117293,-0.072269136,-0.409470707,0.083125483,0.064617477,0.053195383,0.205876093,0.004728143,0.217010371,-0.210250922,0.137867484,-0.072055591,-0.262114466,0.147789149,-0.225424632,-0.106204227,0.252895747,-0.086326391,-0.26959606,0.016542608,-0.119262286,-0.31565544,0.084541906,-0.028272366,-0.125367383,-0.024606861,-0.059941575,-0.046549888,-0.286080982,0.109127919,-0.054041214,-0.024622394,-0.034636803,-0.126684428,-0.04814697,-0.075891117,0.071566674,0.24001571,0.04531011,0.01287149
0.004004004,0.069284189,-0.147081498,-0.059251518,-0.364373773,0.169860591,-0.123867613,0.009381576,-0.098565476,-0.003124378,0.066494073,0.078184715,-0.089707222,-0.20777069,0.221173964,-0.214063883,0.113290563,0.03950391,0.193992405,-0.009154337,-0.183011656,0.896572772,0.355481475,0.173429563,0.329497479,0.090966111,0.004272311,0.063822467,0.042643834,-0.066911387,-0.181035733,-0.051615744,0.492867475,-0.266554876,-0.053179818,-0.146529471,0.190713121,0.252603816,-0.101175477,-0.072263883,-0.409471662,0.08313065,0.064611396,0.05318599,0.205859189,0.004726378,0.21701557,-0.210242908,0.137851306,-0.072053202,-0.262126652,0.147790571,-0.225420884,-0.106206807,0.252892876,-0.086347035,-0.26957282,0.01654136,-0.119268974,-0.315689426,0.084563139,-0.028281623,-0.125344873,-0.024616313,-0.059944138,-0.046552005,-0.286083767,0.109127678,-0.05403677,-0.024633154,-0.034629643,-0.126679181,-0.048150681,-0.075729007,0.071561709,0.240044082,0.045301937,0.012887033
0.008008008,0.06948068,-0.147054869,-0.059188519,-0.364364571,0.169862764,-0.123825245,0.009399631,-0.098570422,-0.003122483,0.066492264,0.078158516,-0.08971539,-0.207763136,0.221172788,-0.21406271,0.113275502,0.039527849,0.19391644,-0.009109031,-0.183010754,0.896600855,0.355450194,0.173418946,0.329502789,0.090944768,0.004281966,0.063814428,0.042646504,-0.066918281,-0.181030495,-0.05164529,0.492536291,-0.26655528,-0.053132514,-0.146525795,0.190647328,0.252599802,-0.101178415,-0.072255309,-0.409472854,0.083135294,0.064606592,0.053172702,0.205840751,0.004724368,0.217014037,-0.210232119,0.137830641,-0.072051048,-0.262142256,0.147793248,-0.225418106,-0.10621058,0.252885188,-0.086378347,-0.269553756,0.01653944,-0.11927868,-0.315715699,0.084575844,-0.028288584,-0.12532054,-0.024627062,-0.059946617,-0.046554349,-0.286086461,0.109126669,-0.054030386,-0.024639836,-0.034632043,-0.126676104,-0.048155214,-0.075594165,0.071556993,0.240071306,0.045291178,0.012901715
0.012012012,0.06964454,-0.14702827,-0.059127078,-0.364357055,0.169873109,-0.123782832,0.009422317,-0.098575806,-0.003120189,0.066491251,0.07814599,-0.08971453,-0.207754861,0.22117154,-0.214055142,0.113260919,0.039654075,0.193836154,-0.009050622,-0.183009704,0.896656291,0.355411973,0.173406847,0.32951477,0.090925445,0.004290628,0.06380501,0.042649277,-0.066923279,-0.181025752,-0.051676965,0.492249089,-0.26655662,-0.053056666,-0.146522401,0.190587202,0.252599885,-0.101181808,-0.07224344,-0.409474292,0.083139497,0.064602939,0.053155539,0.205820623,0.0047221,0.217005508,-0.21021855,0.137805507,-0.072049088,-0.262161304,0.147797153,-0.22541613,-0.106215539,0.252872654,-0.08642023,-0.269538463,0.016536859,-0.119291382,-0.31573439,0.084580337,-0.028293294,-0.125294143,-0.024639183,-0.059948994,-0.046556942,-0.286089109,0.109124935,-0.054022107,-0.024642735,-0.034643468,-0.126674883,-0.048160697,-0.075487137,0.071552303,0.240097609,0.04527759,0.012915767
0.016016016,0.069776988,-0.147001424,-0.059066861,-0.364351153,0.169891442,-0.123739894,0.00944974,-0.098581782,-0.003117482,0.066490998,0.07814666,-0.089704111,-0.207745809,0.221170197,-0.214041067,0.113246639,0.039880165,0.193752228,-0.008979225,-0.183008506,0.896737976,0.355366771,0.17339331,0.32953304,0.090907743,0.004298488,0.063794174,0.042652185,-0.066926335,-0.18102137,-0.051710175,0.492001787,-0.266558854,-0.05295231,-0.146519203,0.19053153,0.252603725,-0.101185719,-0.072228299,-0.409475984,0.083143341,0.064600312,0.053134522,0.205798649,0.004719558,0.216989716,-0.210202195,0.137775924,-0.072047285,-0.262183819,0.147802258,-0.22541479,-0.106221673,0.252855247,-0.086472584,-0.269526533,0.016533625,-0.119307056,-0.315745634,0.084576935,-0.028295795,-0.125265439,-0.024652753,-0.05995125,-0.046559803,-0.286091754,0.109122517,-0.05401198,-0.024642146,-0.034663381,-0.126675204,-0.04816726,-0.075408472,0.071547415,0.240123217,0.045260932,0.012929422
0.02002002,0.069879243,-0.146974054,-0.059007531,-0.364346789,0.16991758,-0.12369595,0.009482011,-0.098588506,-0.003114351,0.066491465,0.078160045,-0.089683597,-0.207735923,0.221168734,-0.214020375,0.113232488,0.040203699,0.193665343,-0.008894955,-0.183007156,0.896844803,0.355314546,0.17337838,0.329557219,0.090891266,0.004305734,0.063781886,0.042655265,-0.066927399,-0.181017213,-0.051744327,0.491790305,-0.266561939,-0.052819482,-0.146516114,0.190479101,0.252610984,-0.101190212,-0.072209908,-0.409477937,0.08314691,0.064598584,0.053109674,0.205774673,0.004716729,0.216966395,-0.21018305,0.137741908,-0.072045597,-0.262209824,0.147808538,-0.225413919,-0.106228974,0.252832938,-0.086535312,-0.26951756,0.016529751,-0.119325682,-0.315749564,0.084565954,-0.028296132,-0.125234187,-0.024667848,-0.059953367,-0.046562952,-0.286094442,0.109119459,-0.05400005,-0.024638362,-0.034691247,-0.126676755,-0.04817503,-0.075358715,0.071542104,0.240148357,0.045240961,0.012942914
0.024024024,0.069952527,-0.146945885,-0.058948753,-0.364343889,0.169951339,-0.123650519,0.009519237,-0.098596133,-0.003110783,0.066492616,0.078185667,-0.089652457,-0.207725144,0.221167126,-0.213992953,0.113218289,0.040622252,0.193576179,-0.008797927,-0.183005654,0.896975667,0.355255258,0.173362102,0.329586929,0.090875617,0.004312557,0.063768107,0.04265855,-0.066926424,-0.181013146,-0.051778824,0.491610561,-0.266565833,-0.052658218,-0.146513047,0.190428703,0.252621322,-0.101195348,-0.072188291,-0.409480159,0.083150284,0.064597632,0.053081015,0.205748538,0.004713596,0.216935281,-0.210161108,0.137703479,-0.072043987,-0.262239343,0.147815965,-0.225413351,-0.106237433,0.2528057,-0.086608316,-0.26951114,0.016525244,-0.119347236,-0.315746315,0.084547712,-0.02829435,-0.125200143,-0.024684542,-0.059955329,-0.04656641,-0.286097217,0.109115801,-0.053986364,-0.024631678,-0.03472653,-0.126679222,-0.048184137,-0.075338415,0.071536145,0.240173257,0.045217436,0.012956473
0.028028028,0.06999806,-0.14691664,-0.058890191,-0.364342381,0.169992536,-0.12360312,0.009561526,-0.098604817,-0.003106765,0.066494412,0.078223048,-0.089610158,-0.207713416,0.22116535,-0.213958689,0.113203869,0.041133405,0.193485418,-0.008688258,-0.183003998,0.897129463,0.355188864,0.173344522,0.329621789,0.090860398,0.004319144,0.063752802,0.042662075,-0.066923362,-0.181009034,-0.051813072,0.491458474,-0.266570493,-0.052468556,-0.146509913,0.190379123,0.252634399,-0.101201192,-0.072163472,-0.409482659,0.083153547,0.064597329,0.053048567,0.20572009,0.004710147,0.216896106,-0.210136364,0.137660654,-0.072042413,-0.262272401,0.147824512,-0.225412919,-0.106247042,0.252773505,-0.086691498,-0.269506865,0.016520116,-0.119371697,-0.315736019,0.084522525,-0.028290493,-0.125163066,-0.024702913,-0.059957116,-0.046570197,-0.286100123,0.109111587,-0.053970967,-0.02462239,-0.034768695,-0.12668229,-0.04819471,-0.075348118,0.071529314,0.240198144,0.045190114,0.012970333
0.032032032,0.07001706,-0.146886043,-0.058831509,-0.364342188,0.170040987,-0.123553271,0.009608987,-0.098614715,-0.003102284,0.066496817,0.078271708,-0.089556165,-0.207700683,0.221163382,-0.213917471,0.113189052,0.041734733,0.193393741,-0.008566062,-0.183002186,0.897305084,0.355115325,0.173325683,0.329661419,0.090845213,0.004325687,0.063735934,0.042665874,-0.066918165,-0.181004741,-0.051846477,0.491329962,-0.266575876,-0.052250531,-0.146506627,0.19032915,0.252649876,-0.101207806,-0.072135473,-0.409485444,0.08315678,0.064597549,0.05301235,0.205689171,0.004706366,0.216848606,-0.210108813,0.137613452,-0.072040838,-0.26230902,0.147834153,-0.225412458,-0.106257792,0.252736325,-0.086784759,-0.26950433,0.016514376,-0.119399042,-0.31571881,0.084490709,-0.028284605,-0.125122714,-0.024723035,-0.05995871,-0.046574333,-0.286103206,0.109106858,-0.053953905,-0.02461079,-0.034817205,-0.126685647,-0.048206877,-0.075388372,0.071521386,0.240223243,0.045158753,0.012984726
0.036036036,0.070010749,-0.146853817,-0.058772372,-0.364343238,0.170096508,-0.123500493,0.009661729,-0.098625982,-0.003097329,0.066499791,0.078331169,-0.089489947,-0.207686886,0.221161195,-0.213869188,0.113173664,0.042423816,0.193301829,-0.008431455,-0.183000216,0.897501426,0.355034597,0.173305631,0.32970544,0.090829663,0.004332374,0.063717465,0.04266998,-0.066910785,-0.181000132,-0.051878444,0.491220945,-0.266581938,-0.05200418,-0.1465031,0.190277572,0.252667412,-0.101215253,-0.072104319,-0.409488523,0.083160067,0.064598167,0.052972386,0.205655626,0.004702239,0.216792514,-0.210078449,0.137561891,-0.07203922,-0.262349224,0.14784486,-0.225411799,-0.106269673,0.252694132,-0.086888001,-0.269503129,0.016508034,-0.119429249,-0.315694822,0.084452582,-0.028276731,-0.125078845,-0.024744985,-0.059960095,-0.04657884,-0.28610651,0.109101656,-0.053935225,-0.024597173,-0.034871525,-0.126688979,-0.048220767,-0.075459723,0.071512138,0.240248782,0.045123113,0.012999884
